960,0
895,20
765,33
708,60
670,113
605,437
620,500
650,515
690,495
765,395
765,366
747,275
765,250
792,240
845,240
1076,297
1110,322
1131,360
1115,395
1082,420
1056,460
1053,490
1075,533
1143,587
1202,695
1187,760
1143,795
1100,943
1115,983
1156,1000
1179,1030
